date,meantemp,humidity,wind_speed,meanpressure
2013-01-01,2.302585092994046,84.5,0.0,1015.6666666666666
2013-01-02,2.0014800002101243,92.0,2.98,1017.8
2013-01-03,1.9694406464655074,87.0,4.633333333333334,1018.6666666666666
2013-01-04,2.159484249353372,71.33333333333333,1.2333333333333334,1017.1666666666666
2013-01-05,1.791759469228055,86.83333333333333,3.7,1016.5
2013-01-06,1.9459101490553132,82.8,1.48,1018.0
2013-01-07,1.9459101490553132,78.6,6.3,1020.0
2013-01-08,2.181224235989778,63.71428571428572,7.142857142857143,1018.7142857142856
2013-01-09,2.6390573296152584,51.25,12.5,1017.0
2013-01-10,2.3978952727983707,62.0,7.399999999999999,1015.6666666666666
2013-01-11,2.7545702167371027,51.285714285714285,10.571428571428571,1016.1428571428572
2013-01-12,2.6390573296152584,74.0,13.228571428571428,1015.5714285714286
2013-01-13,2.762117422372486,75.16666666666667,4.633333333333334,1013.3333333333334
2013-01-14,2.5520459526256287,88.16666666666667,0.6166666666666667,1015.1666666666666
2013-01-15,2.6888188391743224,71.85714285714286,0.5285714285714286,1015.8571428571428
2013-01-16,2.627081138568543,86.66666666666667,0.0,1016.6666666666666
2013-01-17,2.803360380906535,80.83333333333333,5.250000000000001,1015.8333333333334
2013-01-18,2.627081138568543,92.16666666666669,8.950000000000001,1014.5
2013-01-19,2.5257286443082556,76.66666666666667,5.883333333333333,1021.6666666666666
2013-01-20,2.423537703411708,75.28571428571429,8.471428571428572,1020.2857142857144
2013-01-21,2.4159137783010487,77.0,2.22,1021.0
2013-01-22,2.2512917986064953,79.66666666666667,3.083333333333333,1021.8
2013-01-23,2.6390573296152584,60.16666666666666,4.016666666666667,1020.5
2013-01-24,2.627081138568543,60.66666666666666,6.166666666666667,1020.5
2013-01-25,2.505525936990736,67.0,5.55,1020.75
2013-01-26,2.538973871058276,64.16666666666667,6.800000000000001,1019.6666666666666
2013-01-27,2.553899521274952,65.57142857142857,5.557142857142857,1018.1428571428572
2013-01-28,2.6968769005040847,56.0,3.7,1017.8333333333334
2013-01-29,2.6479462770325046,65.5,3.2375,1016.625
2013-01-30,2.6888188391743224,70.42857142857143,1.0571428571428572,1017.8571428571428
2013-01-31,2.785011242238338,65.6,2.96,1018.4
2013-02-01,2.772588722239781,73.0,2.22,1016.0
2013-02-02,2.790288299339182,77.57142857142857,1.3285714285714287,1017.1428571428572
2013-02-03,2.8903717578961645,65.57142857142857,1.8571428571428568,1015.2857142857144
2013-02-04,2.8581108956779433,74.28571428571429,11.114285714285714,1014.5714285714286
2013-02-05,2.810907586541918,92.375,9.725,1016.375
2013-02-06,2.8134107167600364,71.33333333333333,8.633333333333333,1018.6666666666666
2013-02-07,2.747270914255491,59.4,10.74,1018.6
2013-02-08,2.6390573296152584,70.42857142857143,9.257142857142856,1017.1428571428572
2013-02-09,2.7362210780689065,61.285714285714285,9.257142857142856,1016.8571428571428
2013-02-10,2.7245795030534206,71.5,3.475,1017.125
2013-02-11,2.7647455447787554,70.5,5.325,1016.5
2013-02-12,2.7300291078209855,70.33333333333333,7.416666666666667,1017.5
2013-02-13,2.790288299339182,70.14285714285714,6.085714285714287,1016.0
2013-02-14,2.8526314299133175,63.833333333333336,4.333333333333333,1014.1666666666666
2013-02-15,2.953172659135195,65.33333333333333,10.183333333333335,1011.6666666666666
2013-02-16,2.6692103677859462,92.71428571428572,8.485714285714286,1008.0
2013-02-17,2.614959778036198,90.0,0.0,1012.6666666666666
2013-02-18,2.747270914255491,78.4,12.220000000000002,1016.2
2013-02-19,2.763620052257021,82.0,5.814285714285715,1015.7142857142856
2013-02-20,2.8743714165497236,74.71428571428571,5.814285714285715,1017.0
2013-02-21,2.995732273553991,67.28571428571429,6.614285714285714,1015.4285714285714
2013-02-22,3.0204248861443626,65.625,10.875000000000002,1016.0
2013-02-23,2.8581108956779433,74.85714285714286,9.257142857142856,1017.0
2013-02-24,2.8247744754103516,78.85714285714286,7.400000000000001,1018.8571428571428
2013-02-25,2.8258332367585934,72.875,4.6375,1018.25
2013-02-26,2.882403588246988,70.0,17.587500000000002,1015.1428571428572
2013-02-27,3.0349529867072724,57.2,6.660000000000001,1015.2
2013-02-28,2.9667447366807385,52.85714285714285,12.957142857142856,1017.4285714285714
2013-03-01,2.8526314299133175,49.333333333333336,6.901900350938872,1016.3333333333334
2013-03-02,2.9444389791664403,54.0,15.725,1016.25
2013-03-03,2.9618307218783095,62.833333333333336,8.633333333333333,1016.1666666666666
2013-03-04,2.8678989020441064,71.0,5.5600000000000005,1015.8
2013-03-05,3.0385522707369192,61.875,4.1625000000000005,1016.375
2013-03-06,3.0376964726530233,65.28571428571429,6.871428571428573,1015.7142857142856
2013-03-07,3.153956278768885,57.142857142857146,8.728571428571428,1015.2857142857144
2013-03-08,3.1849742731925192,44.833333333333336,7.1000000000000005,1014.8333333333334
2013-03-09,3.2358734012367716,49.71428571428572,5.285714285714286,1009.2857142857144
2013-03-10,3.1416861861770706,57.57142857142857,4.228571428571429,1008.0
2013-03-11,3.1780538303479458,66.33333333333333,0.9333333333333332,1011.1666666666666
2013-03-12,3.1570004211501135,62.5,4.933333333333334,1011.5
2013-03-13,3.068052935133617,70.5,5.55,1009.0
2013-03-14,3.106080330722856,61.16666666666666,12.033333333333331,1013.1666666666666
2013-03-15,3.1849742731925192,45.833333333333336,7.716666666666668,1016.1666666666666
2013-03-16,3.0122615755052013,67.66666666666667,3.7,1016.1666666666666
2013-03-17,3.120895416507997,58.66666666666666,8.95,1015.0
2013-03-18,3.153956278768885,58.142857142857146,17.457142857142856,1009.4285714285714
2013-03-19,3.1135153092103742,73.66666666666667,10.483333333333333,1011.0
2013-03-20,3.373026504695459,36.333333333333336,6.800000000000001,1009.5
2013-03-21,3.171085161031852,58.5,10.5,1008.3333333333334
2013-03-22,3.228826155721369,50.25,9.7125,1006.375
2013-03-23,3.3096301881366648,50.125,9.95,1007.625
2013-03-24,3.295836866004329,48.75,10.8875,1010.25
2013-03-25,3.1570004211501135,45.5,15.9625,1010.625
2013-03-26,3.18398856586776,44.57142857142857,12.957142857142856,1008.8571428571428
2013-03-27,3.044522437723423,62.0,1.85,1009.0
2013-03-28,3.1103356562929947,62.71428571428572,7.4142857142857155,1009.5714285714286
2013-03-29,3.056356895370426,70.375,5.550000000000001,1009.75
2013-03-30,3.1570004211501135,54.75,11.1125,1008.625
2013-03-31,3.1441522786722644,58.0,6.660000000000001,1008.6
2013-04-01,3.2337644373619514,45.5,4.4,1008.5
2013-04-02,3.2255203675868693,51.0,8.65,1009.5
2013-04-03,3.265759410767051,45.6,8.14,1009.0
2013-04-04,3.202746442938317,41.8,11.12,1007.8
2013-04-05,3.242592351485517,31.0,15.56,1007.0
2013-04-06,3.2525868822105126,29.857142857142858,11.900000000000002,1006.1428571428572
2013-04-07,3.372209844788903,23.285714285714285,10.314285714285717,1005.0
2013-04-08,3.3573947590037623,33.857142857142854,5.3,1006.0
2013-04-09,3.4067375620377707,30.5,8.65,1005.3333333333334
