date,meantemp,humidity,wind_speed,meanpressure
2013-01-01,0.0009225688959710396,0.8209570957095711,0.0,0.13260330735395412
2013-01-02,0.0009225688959710396,0.9075907590759078,0.07058266224538134,0.1328809992569572
2013-01-03,-0.086608442503639,0.8498349834983498,0.10974261803252805,0.13299381159255222
2013-01-04,0.03871906841339151,0.6688668866886689,0.029212063792831207,0.13279855947325317
2013-01-05,-0.03566229985443958,0.847909790979098,0.08763619137849361,0.1327117807535647
2013-01-06,-0.05094614264919939,0.8013201320132014,0.03505447655139744,0.13290703287286376
2013-01-07,0.03056768558951964,0.7528052805280528,0.14921837991473236,0.13316736903192913
2013-01-08,0.05676855895196509,0.580858085808581,0.16918183663801856,0.13300001007252996
2013-01-09,0.2139737991266375,0.43688118811881194,0.29606821411653245,0.13277686479333106
2013-01-10,0.06550218340611347,0.5610561056105612,0.1752723827569872,0.13260330735395412
2013-01-11,0.05240174672489081,0.4372937293729373,0.25038911822426746,0.1326652921537316
2013-01-12,0.09170305676855894,0.6996699669966997,0.3133247614536103,0.13259091039399862
2013-01-13,0.00363901018922852,0.7131463146314633,0.10974261803252805,0.1322995818350445
2013-01-14,-0.03566229985443958,0.8633113311331135,0.014606031896415603,0.13253822331418777
2013-01-15,-0.03420669577874824,0.674917491749175,0.012519455911213373,0.1326281012738651
2013-01-16,0.030567685589519666,0.8459845984598462,0.0,0.13273347543348682
2013-01-17,0.05458515283842802,0.7786028602860287,0.12434864992894366,0.13262500203387625
2013-01-18,0.0,0.9095159515951599,0.21198484130743728,0.1324514445944993
2013-01-19,-0.12227074235807858,0.7304730473047306,0.13934943944418127,0.1333843158311503
2013-01-20,-0.07787481804949054,0.7145214521452147,0.20064965825269002,0.13320455991179564
2013-01-21,-0.03973799126637556,0.7343234323432344,0.05258171482709617,0.13329753711146183
2013-01-22,-0.054585152838427964,0.7651265126512653,0.073030159482078,0.133401671575088
2013-01-23,0.08558951965065503,0.5398789878987899,0.09513658613611244,0.13323245307169548
2013-01-24,0.1324599708879185,0.5456545654565457,0.14606031896415603,0.13323245307169548
2013-01-25,-0.053493449781659375,0.6188118811881189,0.13145428706774043,0.13326499509157866
2013-01-26,-0.03566229985443964,0.5860836083608362,0.16106110847939367,0.13312397967208492
2013-01-27,0.018558951965065518,0.6023102310231023,0.13162346890437843,0.132925628312797
2013-01-28,0.06622998544395928,0.4917491749174918,0.08763619137849361,0.13288533819294165
2013-01-29,0.03875545851528378,0.6014851485148516,0.0766816674561819,0.1327280517635063
2013-01-30,-0.003639010189228631,0.6584158415841586,0.025038911822426745,0.1328884374329305
2013-01-31,0.06342794759825324,0.6026402640264027,0.07010895310279489,0.13295910010467682
2013-02-01,0.039301310043668214,0.6881188118811882,0.05258171482709617,0.13264669671379836
2013-02-02,0.0026200873362445254,0.740924092409241,0.03146782161467145,0.1327954602332643
2013-02-03,0.06113537117903922,0.6023102310231023,0.04398727752588481,0.13255371951413217
2013-02-04,0.03493449781659386,0.7029702970297032,0.26324693780875685,0.13246074231446595
2013-02-05,-0.04203056768558955,0.9119224422442245,0.23034107058266226,0.13269550974362312
2013-02-06,-0.02328966521106246,0.6688668866886689,0.20448444654981843,0.13299381159255222
2013-02-07,-0.03133187772925761,0.5310231023102311,0.2543818095689247,0.13298513372058338
2013-02-08,-0.08151382823871908,0.6584158415841586,0.21925966028287203,0.1327954602332643
2013-02-09,-0.005240174672489051,0.5528052805280529,0.21925966028287203,0.1327582693533978
